title,id,topics,civic_issues,publisher,excerpt,dataset_category,num_resources,formats,refresh_rate,last_refreshed
Library Visits,932efbb4-644f-401b-9f59-af0b31713f44,NA,NA,Toronto Public Library,This dataset shows the annual visits at Toronto Public Library branches.,Table,4,"CSV,XML,JSON",Annually,2023-06-20
