title,id,topics,civic_issues,publisher,excerpt,dataset_category,num_resources,formats,refresh_rate,last_refreshed
Library Branch General Information,f5aa9b07-da35-45e6-b31f-d6790eb9bd9b,NA,NA,Toronto Public Library,"This dataset shows the current characteristics of Toronto Public Library branches, such as location, size, and the availability of specific features (e.g. parking, KidsStops, Digital Innovation Hubs, etc.)",Table,4,"CSV,JSON,XML",Annually,2023-06-29
