title,id,topics,civic_issues,publisher,excerpt,dataset_category,num_resources,formats,refresh_rate,last_refreshed
Library Circulation,80f89d58-fc77-41b4-8d7d-c8f056168a6a,NA,NA,Toronto Public Library,This dataset shows the annual circulation of materials at Toronto Public Library branches.,Table,4,"CSV,XML,JSON",Annually,2023-06-16
